Time,storEo,rlsFloodEo,rlsCompEo,rlsSpillEo,qForksEo,qHopEo,qClovEo,qHldsEo
23-Mar-1985,69539.3192433562,0,128.724216,0,170,216.124872818,310.838320185,578.797879707
24-Mar-1985,69460.1244810775,0,130.168587,0,170,188.801914818,273.115362185,498.224081707
25-Mar-1985,69410.0006877418,0,128.78778,0,170,233.732768818,292.076216185,466.052835707
26-Mar-1985,69296.8580633342,0,133.601173,0,170,209.785885818,300.879333185,517.618472707
27-Mar-1985,72188.0899369244,0,83.601173,0,842.043673,1468.702889818,1705.606337185,1751.616886707
28-Mar-1985,75121.8809490566,0,33.601173,0,1410.304573,3423.759889818,4533.383337185,6990.795086707
29-Mar-1985,76252.5675735106,0,25,0,722.8107,2061.576116818,3233.819564185,5642.660313707
30-Mar-1985,76821.4598496861,0,25,0,420.21704,942.863816818,1487.477264185,2810.554213707
31-Mar-1985,77295.4262734427,0,25,0,341.43353,749.547866818,1161.141314185,2116.924563707
01-Apr-1985,77696.5213144091,0,25,0,283.96246,616.264520514,957.732010547,1756.434221792
02-Apr-1985,78044.3536505816,0,25,0,239.14815,515.133830514,800.191320547,1476.026731792
03-Apr-1985,78345.5894109687,0,26.16652,0,205,433.918340514,675.405830547,1255.383041792
04-Apr-1985,78555.0373566618,0,53.87442,0,205,396.234046514,602.451536547,1098.605847792
05-Apr-1985,78690.3770422607,0,75.77304,0,205,366.294230514,544.081720547,973.456031792
06-Apr-1985,78766.0294660468,0,92.985405,0,205,342.704045514,496.691535547,871.190396792
07-Apr-1985,78793.5185107222,0,106.54624,0,205,324.082645514,459.530135547,788.882756792
08-Apr-1985,78781.866083837,0,117.36312,0,205,309.271640514,429.899130547,721.069441792
09-Apr-1985,78738.3638912668,0,125.96578,0,205,297.031600514,406.499090547,665.480131792
10-Apr-1985,78668.9308190357,0,132.80976,0,205,287.281215514,388.858705547,621.219566792
11-Apr-1985,78578.1618476966,0,138.37888,0,205,279.250654514,373.208144547,584.595585792
12-Apr-1985,78473.0265217988,0,142.796745,0,205,272.657421514,359.214911547,552.097502792
13-Apr-1985,78350.3601645232,0,146.4836,0,205,268.027665514,351.265155547,529.562786792
14-Apr-1985,78215.7300272643,0,149.45356,0,205,263.320214514,341.627704547,508.027795792
15-Apr-1985,78160.3045342951,0,151.92912,0,205,259.682803514,334.430293547,490.592694792
16-Apr-1985,78096.4385546094,0,154.019745,0,205,256.553925514,328.291415547,475.709886792
17-Apr-1985,78025.3998911983,0,155.789013,0,205,253.905333514,323.302823547,463.266354792
18-Apr-1985,77948.2322485375,0,157.30048,0,205,251.482750514,318.870240547,452.551291792
19-Apr-1985,77865.7691466374,0,158.642437,0,205,249.438014514,315.085504547,443.222155792
20-Apr-1985,77780.4061584203,0,159.7831,0,205,247.481600514,310.969090547,434.235871792
21-Apr-1985,77734.9761756579,0,159.92789,0,205,226.741290514,287.298780547,405.614431792
22-Apr-1985,77654.5583974195,0,161.52765,0,205,265.442640514,325.870130547,429.530211792
23-Apr-1985,77560.719888436,0,162.6224,0,205,243.483969514,310.291459547,443.135580792
24-Apr-1985,77459.9958944081,0,163.519394,0,205,241.993693514,303.531183547,416.486064792
25-Apr-1985,77356.5891585288,0,164.278656,0,205,240.249150514,299.616640547,408.418551792
26-Apr-1985,77250.7798579916,0,164.98495,0,205,239.009599514,297.457089547,403.278440792
27-Apr-1985,77142.6940701533,0,165.67712,0,205,237.826564514,295.564054547,398.867465792
28-Apr-1985,77032.4648819578,0,166.365757,0,205,236.745929514,293.633419547,394.651960792
29-Apr-1985,76920.3024342342,0,166.95198,0,205,235.608804514,291.786294547,390.685955792
30-Apr-1985,76806.234757396,0,167.577045,0,205,234.574077514,290.081567547,386.650448792
01-May-1985,76741.836056898,0,117.577045,0,154.374931,174.63010035,155.99236188,236.23919852
02-May-1985,76715.0768085304,0,98.30384512,0,134.57907212,153.76773847,134.58,212.66911664
03-May-1985,76683.5540361367,0,100.42293612,0,136.06956212,154.41773847,134.65,210.96983664
04-May-1985,76647.0296636808,0,102.68678112,0,137.89197412,155.12773847,134.71,209.02395664
05-May-1985,76606.0498200952,0,104.68587712,0,139.31543912,155.65773847,134.53,206.68976664
06-May-1985,76560.6076029004,0,106.69551812,0,140.82007812,156.24773847,134.59,204.79685664
07-May-1985,76510.9083410247,0,108.62282612,0,142.11878612,156.73773847,134.49,202.75102664
08-May-1985,76455.8130856935,0,111.11729312,0,144.10119312,157.60773847,134.87,201.13574664
09-May-1985,76396.7655063462,0,112.90156812,0,145.50053812,158.12773847,134.52,199.02356664
10-May-1985,76330.2198508728,0,116.47348812,0,148.56745812,160.41773847,136.29,198.53695664
11-May-1985,76269.2667508407,0,115.92464212,0,147.64074512,157.88773847,131.47,191.65811664
12-May-1985,76200.2405267414,0,117.37802412,0,148.45493012,159.57773847,135.69,193.62502664
13-May-1985,76124.5317306583,0,120.51054812,0,151.08598812,160.40773847,134.83,192.38362664
14-May-1985,76044.4808783228,0,122.52309512,0,152.65356912,161.06773847,134.66,189.18715664
15-May-1985,76039.8399211391,0,124.30264612,0,153.99168612,161.60773847,134.54,187.06130664
16-May-1985,76031.5289969676,0,125.95515812,0,155.25573812,161.96773847,134.36,184.61056064
17-May-1985,76017.8852330604,0,128.46722512,0,157.17098512,162.95773847,134.99,183.18877164
18-May-1985,75997.9233401491,0,131.47604212,0,159.56179612,163.96773847,135.01,181.73968664
19-May-1985,75970.0516421808,0,135.28732912,0,162.68444712,165.55773847,135.59,180.16196664
20-May-1985,75935.0847408187,0,138.68791912,0,165.42465312,166.92773847,135.37,177.60766164
21-May-1985,75892.611859198,0,142.29561212,0,168.36843112,168.43773847,135.51,175.25797664
22-May-1985,75843.4802707177,0,145.51498412,0,171.02983112,169.70773847,135.27,172.53535664
23-May-1985,75786.5021261069,0,149.30144412,0,174.15237512,171.47773847,135.77,170.53858664
24-May-1985,75722.408239259,0,152.71239112,0,176.88527912,173.26773847,135.79,167.93472164
25-May-1985,75653.2295179677,0,155.09589012,0,178.66489812,174.69773847,135.43,164.72482664
26-May-1985,75579.2262571124,0,157.36581512,0,180.36979012,176.07773847,135.38,161.76491664
27-May-1985,75499.6527667663,0,160.02935012,0,182.37647012,177.72773847,135.65,159.68294664
28-May-1985,75409.9144035667,0,164.97756412,0,186.78437112,181.69773847,137.97,159.42850664
29-May-1985,75329.3123565137,0,166.33245612,0,188.49594112,178.68773847,130.99,149.60215164
30-May-1985,75236.9861883233,0,168.44350712,0,189.40276212,182.02773847,137.34,152.02515664
31-May-1985,75210.572981798,0,133.46431436,0,153.45241436,146.90375571,98.87601724,113.34574388
01-Jun-1985,75135.9748627062,0,150.86583687,0,170.30655987,148.45375571,135.55,152.30646519
02-Jun-1985,75056.2202545869,0,153.64590387,0,172.53218787,150.10375571,135.65,149.05156519
03-Jun-1985,74970.6014308575,0,155.31698987,0,173.59939387,151.93375571,135.83,147.03147119
04-Jun-1985,74879.9166493793,0,157.71922587,0,175.45071887,153.52375571,135.59,144.00512919
05-Jun-1985,74783.2942222075,0,160.57506087,0,177.75564687,155.44375571,135.92,141.47111519
06-Jun-1985,74676.1557985877,0,165.70736768,0,182.37235868,159.80620052,138.36244481,141.455669
07-Jun-1985,74558.5966065739,0,170.81637868,0,186.92693068,164.17713952,140.96338381,141.178457
08-Jun-1985,74429.9244821907,0,176.26023268,0,191.81987568,168.79109452,143.83733881,141.244894
09-Jun-1985,74291.1992932198,0,181.18033168,0,196.18906568,172.90601952,146.08226381,140.85888
10-Jun-1985,74144.9803957261,0,184.82068368,0,199.29616568,175.62818952,147.09443381,139.127095
11-Jun-1985,73993.4716621336,0,187.32872568,0,201.24976718,177.50056552,146.93680981,136.564546
12-Jun-1985,73836.1455426837,0,190.12039968,0,203.49053168,179.45175352,147.05799781,135.993564
13-Jun-1985,73673.135106469,0,192.84851468,0,205.74189968,181.42060252,147.09684681,135.990037
14-Jun-1985,73507.9325875824,0,193.81243168,0,206.22553768,181.63231452,145.37855881,134.250561
15-Jun-1985,73340.4395721385,0,194.81183968,0,206.68463068,181.94661752,145.39286181,134.226015
16-Jun-1985,73169.9443439104,0,196.23854668,0,207.60986968,182.62818652,146.07443081,134.995872
17-Jun-1985,72996.5492214315,0,197.56991168,0,208.45389268,183.26032052,146.70656481,135.313703
18-Jun-1985,72821.3469247153,0,198.34330268,0,208.69050068,183.26032052,146.70656481,134.632134
19-Jun-1985,72644.631650129,0,198.96483568,0,208.83528568,183.26032052,146.70656481,134
20-Jun-1985,72466.1582267605,0,199.70644668,0,209.07895868,183.26032052,146.70656481,134
21-Jun-1985,72286.0947637029,0,200.37389468,0,209.24493868,183.26032052,146.70656481,134
22-Jun-1985,72104.2591505406,0,201.14375368,0,209.48154668,183.26032052,146.70656481,134
23-Jun-1985,71920.7144259521,0,201.87123468,0,209.76053118,183.26032052,146.70656481,134
24-Jun-1985,71735.6427043198,0,202.50337068,0,209.91591968,183.26032052,146.70656481,134
25-Jun-1985,71549.3037965548,0,203.07193468,0,210.01126668,183.26032052,146.70656481,134
26-Jun-1985,71361.3888603405,0,203.74291368,0,210.18077768,183.26032052,146.70656481,134
27-Jun-1985,71171.820847742,0,204.44214268,0,210.38913268,183.26032052,146.70656481,134
28-Jun-1985,70980.7608602489,0,205.05662068,0,210.57983468,183.26032052,146.70656481,134
29-Jun-1985,70778.6003364063,0,210.52247802,0,215.54775472,188.02694786,151.47319215,138.76662734
30-Jun-1985,70606.6753477345,0,195.16824102,0,199.77680542,172.13946086,135.58570515,122.87914034
01-Jul-1985,70386.3458392004,0,211.07182852,0,215.20011302,172.13946086,151.47319215,134
02-Jul-1985,70164.4499275113,0,211.74987152,0,215.44378552,172.13946086,151.47319215,134
03-Jul-1985,69941.1627273801,0,212.33962552,0,215.58504332,172.13946086,151.47319215,134
04-Jul-1985,69716.6803664126,0,212.82696852,0,215.60623272,172.13946086,151.47319215,134
05-Jul-1985,69490.5283497655,0,213.55445152,0,215.84284192,172.13946086,151.47319215,134
06-Jul-1985,69262.8659650053,0,214.21130452,0,216.07591892,172.13946086,151.47319215,134
07-Jul-1985,69034.0592706877,0,214.67392552,0,216.18186172,172.13946086,151.47319215,134
08-Jul-1985,68803.8843272079,0,215.25308552,0,216.32311992,172.13946086,151.47319215,134
09-Jul-1985,68572.2242115079,0,215.89934402,0,216.47850452,172.13946086,151.47319215,134
10-Jul-1985,68339.5622416827,0,216.30546265,0,216.47850452,172.13946086,151.47319215,134
11-Jul-1985,68106.3397018901,0,216.47850452,0,216.47850452,172.13946086,151.47319215,134
12-Jul-1985,67872.9068212979,0,216.47850452,0,216.47850452,172.13946086,151.47319215,134
13-Jul-1985,67639.2846167659,0,216.47850452,0,216.47850452,172.13946086,151.47319215,134
14-Jul-1985,67405.4450658145,0,216.47850452,0,216.47850452,172.13946086,151.47319215,134
15-Jul-1985,67171.4033666516,0,216.47850452,0,216.47850452,172.13946086,151.47319215,134
16-Jul-1985,66937.1831173682,0,216.47850452,0,216.47850452,172.13946086,151.47319215,134
17-Jul-1985,66702.7471901646,0,216.47850452,0,216.47850452,172.13946086,151.47319215,134
18-Jul-1985,66468.1165939666,0,216.47850452,0,216.47850452,172.13946086,151.47319215,134
19-Jul-1985,66233.2983363776,0,216.47850452,0,216.47850452,172.13946086,151.47319215,134
20-Jul-1985,65998.2784061578,0,216.47850452,0,216.47850452,172.13946086,151.47319215,134
21-Jul-1985,65763.0659145777,0,216.47850452,0,216.47850452,172.13946086,151.47319215,134
22-Jul-1985,65530.3974972014,0,216.47850452,0,216.47850452,172.13946086,151.47319215,134
23-Jul-1985,65294.7941673921,0,216.47850452,0,216.47850452,172.13946086,151.47319215,134
24-Jul-1985,65058.9456795631,0,216.47850452,0,216.47850452,172.13946086,151.47319215,134
25-Jul-1985,64823.1135827861,0,216.47850452,0,216.47850452,172.13946086,151.47319215,134
26-Jul-1985,64587.0503362541,0,216.47850452,0,216.47850452,172.13946086,151.47319215,134
27-Jul-1985,64350.7979677363,0,216.47850452,0,216.47850452,172.13946086,151.47319215,134
28-Jul-1985,64114.3144474801,0,216.47850452,0,216.47850452,172.13946086,151.47319215,134
29-Jul-1985,63877.6558144944,0,216.47850452,0,216.47850452,172.13946086,151.47319215,134
30-Jul-1985,63637.2404151679,0,218.82809886,0,218.82809886,174.4890552,153.82278649,136.34959434
31-Jul-1985,63412.7003017906,0,210.15333096,0,210.15333096,165.8142873,145.14801859,127.67482644
01-Aug-1985,63198.9992835849,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
02-Aug-1985,62985.0601119877,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
03-Aug-1985,62770.9528293141,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
04-Aug-1985,62556.621400522,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
05-Aug-1985,62342.100849744,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
06-Aug-1985,62127.3841713603,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
07-Aug-1985,61912.4713653709,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
08-Aug-1985,61697.3694354122,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
09-Aug-1985,61482.2808198084,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
10-Aug-1985,61267.0170914751,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
11-Aug-1985,61051.5362226433,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
12-Aug-1985,60835.9082556279,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
13-Aug-1985,60620.0771573702,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
14-Aug-1985,60404.056936135,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
15-Aug-1985,60187.8405882858,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
16-Aug-1985,59971.6926460267,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
17-Aug-1985,59755.3625854182,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
18-Aug-1985,59552.5583358869,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
19-Aug-1985,59336.8796987576,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
20-Aug-1985,59120.0312996303,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
21-Aug-1985,58903.0007841371,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
22-Aug-1985,58685.8021575674,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
23-Aug-1985,58468.4214126483,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
24-Aug-1985,58251.1235051416,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
25-Aug-1985,58033.6364736656,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
26-Aug-1985,57815.9883387165,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
27-Aug-1985,57598.1580834345,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
28-Aug-1985,57380.1597190596,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
29-Aug-1985,57162.0002512115,0,204.5368287,0,204.5368287,165.8142873,153.82278649,134
30-Aug-1985,56934.2494122956,0,209.30538022,0,209.30538022,170.58283882,158.59133801,138.76855152
31-Aug-1985,56711.0216981072,0,207.044227364,0,207.044227364,168.321685964,156.330185154,136.507398664
01-Sep-1985,56503.7645906845,0,199.065666864,0,199.065666864,168.321685964,158.59133801,134
02-Sep-1985,56296.3603870616,0,199.065666864,0,199.065666864,168.321685964,158.59133801,134
03-Sep-1985,56088.8020816186,0,199.065666864,0,199.065666864,168.321685964,158.59133801,134
04-Sep-1985,55881.0546541898,0,199.065666864,0,199.065666864,168.321685964,158.59133801,134
05-Sep-1985,55673.1951546935,0,199.065666864,0,199.065666864,168.321685964,158.59133801,134
06-Sep-1985,55465.1325219715,0,199.065666864,0,199.065666864,168.321685964,158.59133801,134
07-Sep-1985,55257.1608881777,0,199.065666864,0,199.065666864,168.321685964,158.59133801,134
08-Sep-1985,55343.7188973816,0,162.051450364,0,170.933089864,140.189108964,130.45876101,105.867423
09-Sep-1985,55298.2461085817,0,183.106960864,0,186.871504364,168.321685964,173.19133801,148.6
10-Sep-1985,55316.4562562423,0,162.968293464,0,169.635702864,138.891721964,129.16137401,118.102613
11-Sep-1985,55121.0438027698,0,195.060982864,0,195.096297532,168.321685964,186.06133801,161.47
12-Sep-1985,54912.3086714459,0,199.065666864,0,199.065666864,168.321685964,158.59133801,135.959964
13-Sep-1985,54703.398425409,0,199.065666864,0,199.065666864,168.321685964,158.59133801,134
14-Sep-1985,54494.3620980483,0,199.065666864,0,199.065666864,168.321685964,158.59133801,134
15-Sep-1985,54285.1576615945,0,199.065666864,0,199.065666864,168.321685964,158.59133801,134
16-Sep-1985,53996.4882968809,0,199.065666864,0,199.065666864,168.321685964,158.59133801,134
17-Sep-1985,53707.6648313389,0,199.065666864,0,199.065666864,168.321685964,158.59133801,134
18-Sep-1985,53418.9137043577,0,199.065666864,0,199.065666864,168.321685964,158.59133801,134
19-Sep-1985,53130.0434977055,0,199.065666864,0,199.065666864,168.321685964,158.59133801,134
20-Sep-1985,52840.9981783239,0,199.065666864,0,199.065666864,168.321685964,158.59133801,134
21-Sep-1985,52551.8337812548,0,199.065666864,0,199.065666864,168.321685964,158.59133801,134
22-Sep-1985,52262.5292936055,0,199.065666864,0,199.065666864,168.321685964,158.59133801,134
23-Sep-1985,51973.3059464223,0,199.065666864,0,199.065666864,168.321685964,158.59133801,134
24-Sep-1985,51683.9635215517,0,199.065666864,0,199.065666864,168.321685964,158.59133801,134
25-Sep-1985,51394.4459819682,0,199.065666864,0,199.065666864,168.321685964,158.59133801,134
26-Sep-1985,51104.8093656889,0,199.065666864,0,199.065666864,168.321685964,158.59133801,134
27-Sep-1985,50815.0186485813,0,199.065666864,0,199.065666864,168.321685964,158.59133801,134
28-Sep-1985,50525.3543390383,0,199.065666864,0,199.065666864,168.321685964,158.59133801,134
29-Sep-1985,50248.7737993636,0,192.409231304,0,192.409231304,161.665250404,151.93490245,127.34356444
30-Sep-1985,49971.6113505624,0,192.621386485,0,192.621386485,161.877405585,152.147057631,127.555719621
01-Oct-1985,49739.1110415035,0,185.175240665,0,185.175240665,161.877405585,151.93490245,134
02-Oct-1985,49506.4846511208,0,185.175240665,0,185.175240665,161.877405585,151.93490245,134
03-Oct-1985,49273.7041589179,0,185.175240665,0,185.175240665,161.877405585,151.93490245,134
04-Oct-1985,49041.0052793397,0,185.175240665,0,185.175240665,161.877405585,151.93490245,134
05-Oct-1985,48808.1522999249,0,185.175240665,0,185.175240665,161.877405585,151.93490245,134
06-Oct-1985,48575.1732391862,0,185.175240665,0,185.175240665,161.877405585,151.93490245,134
07-Oct-1985,48342.0961156364,0,185.175240665,0,185.175240665,161.877405585,151.93490245,134
08-Oct-1985,48108.8648902665,0,185.175240665,0,185.175240665,161.877405585,151.93490245,134
09-Oct-1985,47875.5075815892,0,185.175240665,0,185.175240665,161.877405585,151.93490245,134
10-Oct-1985,47642.2309063807,0,185.175240665,0,185.175240665,161.877405585,151.93490245,134
