Time,storPfo,rlsFloodPfo,rlsCompPfo,rlsSpillPfo,qForksPfo,qHopPfo,qClovPfo,qHldsPfo
24-Apr-1991,110839.182708906,104.103961133183,0,0,165.537351133183,225.291354647183,313.188844680183,452.167105925183
25-Apr-1991,110896.205690876,104.10396113333,0,0,165.86225113333,229.53970664733,308.88719668033,432.99448792533
26-Apr-1991,110972.904478048,104.103961133521,0,0,167.204207133521,235.917531647521,310.295021680521,437.824282925521
27-Apr-1991,110983.354120595,104.103961133767,0,0,161.567988133767,236.111751647767,344.949241680767,482.776222925767
28-Apr-1991,110991.611341296,104.103961134141,0,0,160.554458134141,221.279617648141,307.907107681141,447.076088926141
29-Apr-1991,110999.000000001,104.103961134894,0,0,159.671591134894,218.620417648894,302.317907681894,426.799498926894
30-Apr-1991,111015.699916835,98.9963532203676,0,0,153.670521220368,211.167911734368,293.995401767368,415.439963012368
01-May-1991,110990.60906069,106.94847309535,0,0,161.23771109535,207.09248344535,214.86474497535,319.37627161535
02-May-1991,110999.000000002,106.948473096122,0,0,161.378969096122,208.815838446122,204.618099976122,297.945496616122
03-May-1991,110982.558319799,102.171128945663,0,0,154.560438945663,201.986727295663,219.878988825663,323.917315465663
04-May-1991,110958.139636654,104.928605879025,0,0,156.562180879025,200.707716229025,207.769977759025,310.102614399025
05-May-1991,110927.138700988,106.544988150166,0,0,157.168565150166,200.095758500166,206.478020030166,302.920156670166
06-May-1991,110893.547517648,107.921534669905,0,0,157.838814669905,198.519985019905,202.872246549905,297.262633189905
07-May-1991,110858.878047316,109.189125021656,0,0,158.340080021656,198.060691371656,201.092952901656,292.266149541656
08-May-1991,110818.55487061,110.358554283293,0,0,159.025699283293,197.538551633293,201.200813163293,290.866049803293
09-May-1991,110781.370659408,111.43518952749,0,0,159.17708752749,196.10783987749,196.50010140749,283.03998804749
10-May-1991,110735.952736181,112.425687622074,0,0,159.362413622074,195.699892972074,199.072154502074,284.051171142074
11-May-1991,110688.19636885,113.336262177021,0,0,159.573752177021,194.152558527021,195.034820057021,278.421146697021
12-May-1991,110638.291538976,114.172241361637,0,0,159.657531361637,193.046231711637,192.988493241637,273.443679881637
13-May-1991,110611.550281412,114.938833467278,0,0,160.943250467278,179.934150817278,178.736412347278,257.069178987278
14-May-1991,110607.409452364,115.639722899208,0,0,162.106759899208,207.993318249208,192.385579779207,249.151696419207
15-May-1991,110637.849910482,116.281643835684,0,0,160.237808835684,192.033816185684,205.446077715684,300.355564355684
16-May-1991,110658.058196029,117.979527109711,0,0,160.855065109711,191.224360459711,191.606621989711,270.130108629711
17-May-1991,110715.02940177,118.412397408819,0,0,162.223772408819,178.721467758819,166.553729288819,239.734105928819
18-May-1991,110764.855952215,118.412397408882,0,0,161.068987408882,194.658964758882,188.731226288882,246.751022928882
19-May-1991,110786.201954207,118.412397408947,0,0,158.893597408947,189.651357758947,196.403619288947,270.622235928947
20-May-1991,110803.618394498,118.412397409013,0,0,157.971887409013,180.631981759013,176.534243289013,251.130719929013
21-May-1991,110820.523503872,118.412397409091,0,0,157.156117409091,177.549013759091,169.791275289091,234.446671929091
22-May-1991,110837.022346796,118.412397409178,0,0,156.305032409178,175.062867759178,165.775129289178,226.835505929178
23-May-1991,110853.079905085,118.412397409269,0,0,155.496327409269,172.566114759269,161.978376289269,220.185322929269
24-May-1991,110868.710180063,118.412397409375,0,0,154.694685409375,170.129402759375,158.001664289375,213.715400929375
25-May-1991,110883.927188921,118.412397409496,0,0,153.896574409496,167.618531759496,154.100793289496,207.056459929496
26-May-1991,110898.730929673,118.412397409639,0,0,153.045492409639,165.199477759639,150.001739289639,200.216985929639
27-May-1991,110913.128401991,118.41239740981,0,0,152.30035240981,162.727454759809,145.969716289809,193.257382929809
28-May-1991,110927.091597277,118.412397410024,0,0,151.576402410024,160.364902760024,141.847164290024,186.454420930024
29-May-1991,110937.766444008,118.412397410307,1.47423770969272,0,152.30550012,159.43773847,139.29,181.20275664
30-May-1991,110951.936166815,117.675278555888,16.930712564112,0,167.49100812,159.07773847,133.64,172.35679664
31-May-1991,110999.402756389,100.744565992744,2.35510100725647,0,134,153.88789835,128.81015988,154.00850652
01-Jun-1991,110907.513024844,67.894365424652,46.124682735348,0,144.11067516,134,149.84624429,199.56541948
02-Jun-1991,110812.961554423,63.0669583655716,52.0892237944284,0,144.50973416,134,143.64624429,180.66624948
03-Jun-1991,110715.349092229,59.7018107603726,56.8033923996274,0,145.12421016,134,141.81624429,174.88808948
04-Jun-1991,110615.067889505,56.2349569551764,61.4003182048236,0,145.59036516,134,139.90624429,169.95160948
05-Jun-1991,110512.117946253,52.68099334998,66.11613381002,0,146.00001416,134,138.16624429,165.20279448
06-Jun-1991,110406.47125586,49.0378014114513,70.9388307485487,0,146.52619816,134,136.21624429,160.40997948
07-Jun-1991,110295.048731111,45.3543967983211,77.3689910716789,0,148.53487787,135.62375571,135.9,157.11669519
08-Jun-1991,110176.838776195,41.4292571852673,84.5395536847327,0,151.10578887,137.64375571,136.02,154.37621519
09-Jun-1991,110051.885775246,37.2759845055452,91.9052773644547,0,153.64373287,139.68375571,136.04,151.40506919
10-Jun-1991,109920.802470087,32.8967768924924,99.1738879775076,0,155.87628087,141.57375571,135.89,148.07674519
11-Jun-1991,109782.94471063,28.3131708794436,106.978714990556,0,158.40886787,143.70375571,136.13,145.34678019
12-Jun-1991,109638.479282992,23.5035159997324,114.943162870268,0,160.94918487,145.70375571,136,142.41279519
13-Jun-1991,109482.539749141,18.4738890533472,125.581078626653,0,165.82999068,150.26673052,138.56297481,141.86103
14-Jun-1991,109314.665620101,13.0892104529699,136.80621022703,0,171.05243768,155.07599552,141.29223981,141.747449
15-Jun-1991,109132.796648574,12.1772921858957,144.597288494104,0,177.25708668,160.81449052,145.00073481,142.51776
16-Jun-1991,108939.305964505,5.82819367218868,156.629092007811,0,182.35003768,165.51192052,147.43816481,142.175925
17-Jun-1991,108738.637392082,0,165.89956468,0,185.15665268,167.97598052,147.89222481,139.15149
18-Jun-1991,108531.923243386,0,168.77097068,0,187.36767468,169.83032052,148.18656481,136.7584
19-Jun-1991,108320.219039604,0,171.16040768,0,189.09319468,171.16032052,148.03656481,135.70434
20-Jun-1991,108103.811583532,0,173.35505768,0,190.71574868,172.44032052,147.98656481,135.28
21-Jun-1991,107882.487340622,0,175.65736368,0,192.45655068,173.81032052,148.07656481,135.37
22-Jun-1991,107656.664017987,0,177.74907668,0,193.89494068,174.98032052,147.87656481,135.17
23-Jun-1991,107425.774457934,0,180.12673168,0,195.69343768,176.33032052,148.05656481,135.35
24-Jun-1991,107189.997301787,0,182.41432168,0,197.37714668,177.71032052,148.08656481,135.38
25-Jun-1991,106949.298644091,0,184.71900568,0,199.06382268,179.04032052,148.03656481,135.33
26-Jun-1991,106704.183786009,0,186.77599468,0,200.50986868,180.20032052,147.86656481,135.16
27-Jun-1991,106454.165177269,0,189.15012168,0,202.33661868,181.55032052,148.05656481,135.35
